a,b,c,f
0.926064368,1.099974645,-1.113430118,1.099947324
1.093841135,1.100001966,-0.606739364,1.099988305
1.107624457,1.100001966,-0.210465449,1.100015626
1.102652079,1.100015626,-0.073315251,1.100001966
1.101204079,1.075454266,-0.024656983,1.100070268
1.070768756,0.542699511,-0.003701963,1.099933664
1.50019641,0.290474285,-0.009562265,1.298924395
0.205110581,-1.099974645,-1.094168984,0.258208471
0.150455407,-1.099988305,-1.115451854,0.090035554
0.041500229,-1.100015626,-1.115738722,0.031391549
0.001557283,-1.100015626,-1.113266193,0.010873661
9.56E-05,-1.100001966,-1.113607703,0.003824906
-0.002718415,-1.099988305,-0.950543766,0.001379698
0.001516302,-1.690335216,-0.570416418,0.00073766
-0.021132605,-1.099988305,-1.097952909,1.37E-05
0.023372907,-1.663492572,-1.42581565,-0.000109283
-0.217978657,1.100001966,1.023148677,-0.258222132
-0.141507859,1.099988305,1.087065588,-0.089994573
-0.034560757,1.100056607,1.086655776,-0.03141887
-0.001584604,1.100029287,1.085057512,-0.010914642
0,1.100029287,1.08534438,-0.003838566
-0.00071034,1.100015626,1.085576606,-0.001366038
-0.00035517,1.099988305,1.085590267,-0.000450792
-0.000122943,1.100001966,1.08569955,-0.000122943
-0.000136604,1.099988305,1.085836153,-4.10E-05
-0.000150264,1.099974645,1.086013738,0
-0.004781132,1.026017357,1.087652984,-4.10E-05
-0.022498643,0.454863278,1.094756381,6.83E-05
0.006570642,0.158596993,1.089524456,-4.10E-05
0.017280379,0.084830949,4.013227911,-0.000177585
-0.957305654,-1.099933664,1.095876532,-1.10052106
-1.088677512,-1.100015626,1.085071172,-1.100234192
-1.103594645,-1.099974645,1.083718795,-1.10015223
-1.097816305,-1.100029287,1.085576606,-1.100220532
-1.096300003,-1.100001966,1.085235097,-1.100247853
-1.096381966,-1.100001966,1.08462038,-1.100234192
-1.096313664,-1.100001966,1.084292531,-1.100206872
-1.096272683,-1.100001966,1.083937361,-1.100206872
-1.09619072,-1.100015626,1.083582191,-1.100179551
-1.095985815,-1.100029287,1.083240682,-1.100206872
-1.087489059,-0.963876296,1.079811927,-1.100179551
-1.064812831,-0.388678745,1.0716157,-1.100261513
-1.08608204,-0.135524614,0.874660365,-1.100302494
-1.104810419,-0.047251249,0.33217942,-1.100193211
-1.105957891,-0.016474416,0.113230876,-1.100193211
-6.137908516,-0.008797284,0.059736834,-5.907061783
-0.871135987,-1.100029287,1.091915022,-1.100452758
-1.066711624,-1.100001966,1.082257134,-1.100288834
-1.10736491,-1.100001966,1.079784606,-1.100206872
-1.099510192,-1.100042947,0.801140209,-1.100247853
-0.940680973,-1.100015626,0.288220323,-0.715353033
-0.414592483,-1.816994244,0.148802501,-0.383310216
-0.037989512,-1.100042947,-1.090849512,6.83E-05
0.02203419,-1.100001966,-1.119222118,-8.20E-05
0.038713512,-0.668839444,-1.136038044,-0.000122943
0.006884831,-0.233196319,-1.129672308,-6.83E-05
-0.016570039,-0.081306572,-1.119768533,0.000109283
-0.011816227,-0.043508305,-5.331932534,0.000191245
0,0,0,0
0.926228293,1.100001966,-1.113416457,1.099960985
1.093868456,1.100001966,-0.606739364,1.100015626
1.107569815,1.100001966,-0.21050643,1.100042947
1.10269306,1.100015626,-0.073328911,1.100001966
1.101190419,1.075440606,-0.024656983,1.100015626
1.070755096,0.54267219,-0.003674642,1.099974645
1.500005164,0.290460625,-0.009589586,1.298842433
0.205192543,-1.099960985,-1.094196305,0.258276773
0.150455407,-1.100001966,-1.115451854,0.090035554
0.041486569,-1.099960985,-1.115697741,0.031364229
0.001557283,-1.100001966,-1.113252533,0.010941963
6.83E-05,-1.099974645,-1.113621363,0.003838566
-0.002650113,-1.100015626,-0.950557427,0.001338717
0.00146166,-1.690444499,-0.570389098,0.000724
-0.021187247,-1.100029287,-1.097884607,0
0.022471322,-1.663437931,-1.42582931,-0.000150264
-0.217555185,1.100001966,1.023080375,-0.258194811
-0.141070727,1.100015626,1.087051927,-0.089953591
-0.034424153,1.100001966,1.086696757,-0.031377889
-0.001557283,1.100015626,1.085084833,-0.010982944
-6.83E-05,1.100001966,1.08534438,-0.003824906
-0.000696679,1.100001966,1.085590267,-0.001338717
-0.000327849,1.100029287,1.085617587,-0.000464453
-9.56E-05,1.100001966,1.085644908,-0.000136604
-0.000136604,1.100001966,1.085849814,-6.83E-05
-0.000109283,1.099988305,1.086027399,-1.37E-05
-0.004808453,1.026044677,1.087639323,1.37E-05
-0.022580605,0.454863278,1.09474272,4.10E-05
0.006570642,0.158624313,1.089565437,-4.10E-05
0.017307699,0.084830949,4.013050326,-0.000109283
-0.957278333,-1.099933664,1.095944833,-1.100534721
-1.089100984,-1.099988305,1.085125814,-1.100234192
-1.103485362,-1.099988305,1.083623172,-1.10016589
-1.097734343,-1.099988305,1.085480984,-1.10015223
-1.096368305,-1.100015626,1.085317059,-1.100179551
-1.096381966,-1.100015626,1.084593059,-1.100220532
-1.096313664,-1.100015626,1.084183248,-1.100193211
-1.096245362,-1.100029287,1.083951021,-1.100193211
-1.09617706,-1.100015626,1.083568531,-1.100220532
-1.096013135,-1.100029287,1.083268002,-1.100261513
-1.095958494,-1.100015626,1.08283087,-1.100234192
-1.095412079,-1.09112272,1.082284455,-1.10016589
-1.068118643,-0.592710156,1.072216756,-1.100288834
-1.076574417,-0.206681524,1.074416077,-1.100275173
-1.097775324,-0.072058496,0.743110921,-1.100275173
-1.107228306,-0.025121436,0.261719189,-1.10016589
-6.252956223,-0.013441812,0.135907104,-6.014063526
-0.860344288,-1.100015626,1.091614494,-1.100411777
-1.063091624,-1.100029287,1.082024908,-1.100288834
-1.107501514,-1.100015626,1.079128908,-1.100179551
-1.099455551,-1.100029287,0.983957052,-1.093158116
-0.870384666,-1.099988305,0.418717917,-0.603242307
-0.320035344,-1.944227008,0.217555185,-0.323327495
-0.037784606,-1.099988305,-1.090630946,8.20E-05
0.021720002,-1.089606418,-1.119604609,-6.83E-05
0.040598644,-0.583626004,-1.138524233,-0.000109283
0.004344,-0.203498656,-1.129576685,0
-0.016993511,-0.070965665,-1.11965925,9.56E-05
-0.010600454,-0.037989512,-5.40255669,0.000218566
0,0,0,0
0.926323916,1.100029287,-1.113389137,1.099988305
1.093827475,1.100001966,-0.606725704,1.100015626
1.107610797,1.100029287,-0.210465449,1.099960985
1.10266574,1.100001966,-0.073315251,1.100015626
1.101190419,1.075399624,-0.024643323,1.099933664
1.070714115,0.542699511,-0.003715623,1.099974645
1.500032485,0.290460625,-0.009575925,1.299033678
0.205165222,-1.099988305,-1.094168984,0.258194811
0.150441747,-1.099974645,-1.115451854,0.090049214
0.041486569,-1.100001966,-1.11567042,0.031391549
0.001543623,-1.099988305,-1.113252533,0.010941963
8.20E-05,-1.100015626,-1.113580382,0.003811246
-0.002636453,-1.100015626,-0.950612068,0.001338717
0.00143434,-1.690348876,-0.570512041,0.000724
-0.021173586,-1.100015626,-1.097898268,0
0.022252756,-1.663437931,-1.42581565,-0.000177585
-0.217281978,1.100042947,1.023012074,-0.258222132
-0.14116635,1.100029287,1.087024606,-0.089953591
-0.034410493,1.100001966,1.086669437,-0.031391549
-0.001557283,1.100029287,1.085084833,-0.010955623
0,1.100056607,1.08535804,-0.003783925
-0.00071034,1.099988305,1.085576606,-0.001352377
-0.00035517,1.100015626,1.085603927,-0.000464453
-0.000163925,1.100001966,1.08572687,-0.000163925
-6.83E-05,1.099974645,1.085822493,-4.10E-05
-0.000136604,1.099974645,1.086000078,1.37E-05
-0.004808453,1.026017357,1.087680305,-4.10E-05
-0.022621587,0.454808636,1.094756381,4.10E-05
0.006611623,0.158596993,1.089524456,-2.73E-05
0.017280379,0.084830949,4.013268892,-0.000150264
-0.957674484,-1.099933664,1.09580823,-1.100575702
-1.088622871,-1.099947324,1.085030191,-1.100234192
-1.103621966,-1.100015626,1.083855399,-1.100193211
-1.097788985,-1.100042947,1.085535625,-1.100220532
-1.096272683,-1.100015626,1.085303399,-1.100234192
-1.096313664,-1.100001966,1.084593059,-1.100193211
-1.096313664,-1.100015626,1.084237889,-1.100234192
-1.096259022,-1.100001966,1.083923701,-1.100220532
-1.096204381,-1.100029287,1.083582191,-1.100179551
-1.096040456,-1.100029287,1.0831997,-1.10016589
-1.070440907,-0.657282764,1.074060907,-1.100193211
-1.073323247,-0.229180167,1.026290564,-1.100220532
-1.098308079,-0.079926874,0.486446073,-1.100247853
-1.106463325,-0.027853511,0.168555408,-1.10016589
-6.217999315,-0.014903473,0.087658648,-5.987207223
-0.875452667,-1.099960985,1.091996984,-1.100452758
-1.068104982,-1.100015626,1.082325436,-1.100275173
-1.107310268,-1.100029287,1.080044153,-1.100220532
-1.099851702,-1.099974645,0.664754991,-1.100247853
-0.977577655,-1.100001966,0.231133602,-0.779952962
-0.47696577,-1.706877934,0.119200461,-0.423949842
-0.038112456,-1.100015626,-1.090972456,6.83E-05
0.022362039,-1.100001966,-1.119140156,-8.20E-05
0.037770946,-0.705667824,-1.134958874,-0.000122943
0.007964001,-0.246050735,-1.129685968,-1.37E-05
-0.016351473,-0.085787176,-1.119741213,6.83E-05
-0.012403624,-0.045926192,-5.306469589,0.000177585
0,0,0,0
0.926446859,1.100070268,-1.113430118,1.099960985
1.093909437,1.099988305,-0.606698383,1.099974645
1.107610797,1.099974645,-0.210479109,1.100056607
1.102638419,1.100015626,-0.073328911,1.100029287
1.101149438,1.075440606,-0.024656983,1.100029287
1.070686794,0.54267219,-0.003688302,1.099988305
1.499950523,0.290460625,-0.009575925,1.298842433
0.20508326,-1.100001966,-1.094168984,0.258235792
0.150455407,-1.099988305,-1.115479174,0.089980912
0.04152755,-1.100015626,-1.11568408,0.031432531
0.001570944,-1.100001966,-1.113225212,0.010969284
5.46E-05,-1.099960985,-1.113594042,0.003783925
-0.002663774,-1.100015626,-0.950571087,0.001297736
0.00143434,-1.690335216,-0.570457399,0.000751321
-0.021173586,-1.100001966,-1.097911928,-1.37E-05
0.023058719,-1.663451591,-1.425856631,-0.000177585
-0.217596167,1.100015626,1.022943772,-0.258208471
-0.14152152,1.100001966,1.087024606,-0.089953591
-0.034547097,1.100001966,1.086669437,-0.031350568
-0.001529962,1.100015626,1.085057512,-0.010969284
0,1.100015626,1.085399021,-0.003824906
-0.00073766,1.100042947,1.085590267,-0.001325057
-0.00036883,1.099988305,1.085617587,-0.000491774
-0.000122943,1.099988305,1.085740531,-0.000163925
-0.000122943,1.099988305,1.085877135,-1.37E-05
-0.000150264,1.100001966,1.086027399,-1.37E-05
-0.004767472,1.026031017,1.087652984,-2.73E-05
-0.022621587,0.454835957,1.094756381,5.46E-05
0.006638944,0.158596993,1.089579097,2.73E-05
0.017266718,0.084830949,4.013214251,-0.000177585
-0.95753788,-1.099933664,1.095985815,-1.100548381
-1.089100984,-1.099947324,1.085139474,-1.100206872
-1.103444381,-1.100001966,1.083636833,-1.100220532
-1.097761664,-1.100001966,1.085480984,-1.100220532
-1.096354645,-1.100029287,1.085317059,-1.100193211
-1.096381966,-1.100015626,1.084565738,-1.100193211
-1.096327324,-1.099988305,1.084237889,-1.100261513
-1.096245362,-1.100042947,1.083992002,-1.10016589
-1.096136079,-1.100001966,1.083609512,-1.100179551
-1.096040456,-1.100029287,1.083268002,-1.100193211
-1.095944833,-1.100015626,1.082844531,-1.100206872
-1.094811022,-1.081246266,1.082065889,-1.100193211
-1.066889209,-0.558764116,1.071847926,-1.100288834
-1.077995096,-0.194837976,1.074948832,-1.100288834
-1.09870423,-0.067933061,0.693523748,-1.100261513
-1.107269287,-0.023687096,0.241624772,-1.10013857
-5.5711804,-0.012676831,0.125429594,-5.333052685
-0.86112293,-1.100001966,1.091641814,-1.100398117
-1.063296529,-1.100029287,1.081997587,-1.100288834
-1.107515174,-1.100029287,1.07921087,-1.100234192
-1.099496532,-1.099988305,0.935981803,-1.098198796
-0.893101875,-1.100015626,0.373625008,-0.632434536
-0.346181308,-1.86630821,0.193663184,-0.338913987
-0.037852908,-1.100029287,-1.090644607,4.10E-05
0.021720002,-1.090835852,-1.119604609,-0.000109283
0.040489361,-0.59105725,-1.138264686,-0.000150264
0.004589887,-0.206094128,-1.129549364,-1.37E-05
-0.01696619,-0.07185359,-1.119577288,4.10E-05
-0.010709737,-0.038467625,-5.395275708,0.000218566
0,0,0,0
0.926569802,1.100015626,-1.113389137,1.099974645
1.093868456,1.100029287,-0.606725704,1.099974645
1.107624457,1.099974645,-0.210479109,1.100001966
1.102652079,1.099988305,-0.073328911,1.100029287
1.101190419,1.075454266,-0.024643323,1.099933664
1.070673134,0.542699511,-0.003715623,1.100015626
1.499827579,0.290460625,-0.009548604,1.298965376
0.205055939,-1.099988305,-1.094168984,0.258208471
0.150469067,-1.099974645,-1.115451854,0.090035554
0.04152755,-1.099988305,-1.11568408,0.031391549
0.001543623,-1.099974645,-1.113252533,0.010914642
6.83E-05,-1.099988305,-1.113607703,0.003838566
-0.002650113,-1.100029287,-0.950612068,0.001338717
0.00146166,-1.690376197,-0.570457399,0.00073766
-0.021187247,-1.100029287,-1.097898268,-2.73E-05
0.022430341,-1.663437931,-1.42584297,-0.000122943
-0.217418582,1.100015626,1.023094036,-0.258249453
-0.141125369,1.100029287,1.087038267,-0.089939931
-0.034478795,1.100042947,1.086683097,-0.031377889
-0.001516302,1.100015626,1.085084833,-0.010941963
-6.83E-05,1.100001966,1.085385361,-0.003824906
-0.000696679,1.100001966,1.085603927,-0.001338717
-0.000341509,1.100001966,1.085631248,-0.000437132
-0.000109283,1.100015626,1.085658569,-0.000136604
-0.000109283,1.100001966,1.085849814,-0.000109283
-0.000177585,1.099960985,1.086027399,0
-0.004808453,1.026003696,1.087666644,1.37E-05
-0.022621587,0.454849618,1.094715399,-1.37E-05
0.006638944,0.158596993,1.089579097,1.37E-05
0.01733502,0.084830949,4.013145949,-9.56E-05
-0.957715465,-1.099933664,1.095985815,-1.100589362
-1.089251248,-1.099960985,1.085440003,-1.10016589
-1.103458042,-1.099974645,1.083500229,-1.100234192
-1.097679702,-1.100001966,1.085399021,-1.100179551
-1.096381966,-1.100001966,1.08535804,-1.100206872
-1.096422947,-1.100001966,1.08462038,-1.100261513
-1.096395626,-1.100015626,1.08427887,-1.100220532
-1.096259022,-1.100015626,1.083964682,-1.100261513
-1.09617706,-1.100042947,1.083623172,-1.100220532
-1.096067777,-1.100042947,1.083254342,-1.100220532
-1.095972154,-1.100042947,1.082953814,-1.100261513
-1.09580823,-1.099974645,1.082516682,-1.10016589
-1.095726267,-1.100001966,1.082188832,-1.100220532
-1.086587474,-0.949491917,1.078363927,-1.100179551
-1.065782718,-0.376370744,1.070099398,-1.100316155
-1.087174871,-0.131235255,1.0774077,-1.100316155
-1.102105664,-0.045748607,0.750596809,-1.100206872
-1.107583476,-0.015941662,0.264055113,-1.100179551
-2.825908807,-0.008551397,0.137519029,-2.582521846
-0.848405118,-1.100029287,1.091409588,-1.1005074
-1.058884227,-1.100029287,1.081628757,-1.100275173
-1.10737857,-1.100056607,1.07850053,-1.100179551
-1.099838041,-1.100015626,0.992317203,-1.090986116
-0.870630553,-1.099988305,0.429905767,-0.590497175
-0.31377889,-1.800178318,0.223388167,-0.316388023
-0.037607022,-1.099988305,-1.09041238,5.46E-05
0.0223757,-1.063146265,-1.12036959,-9.56E-05
0.040967475,-0.513657546,-1.140450346,-0.000109283
0.00215834,-0.179114881,-1.129440081,0
-0.017089133,-0.062441589,-1.119508986,5.46E-05
-0.009480303,-0.033399625,-5.47945096,0.000191245
0,0,0,0
0.926624444,1.099974645,-1.113375476,1.100001966
1.093882116,1.100001966,-0.606739364,1.100015626
1.107624457,1.099988305,-0.210451789,1.099974645
1.10266574,1.100029287,-0.073342571,1.100042947
1.101176758,1.075440606,-0.024656983,1.099974645
1.070632152,0.542726831,-0.003701963,1.100029287
1.499772938,0.290460625,-0.009575925,1.298883414
0.205055939,-1.100001966,-1.094141664,0.258235792
0.150455407,-1.099988305,-1.115438193,0.090021893
0.041554871,-1.100015626,-1.11568408,0.031432531
0.001584604,-1.100001966,-1.113197891,0.010914642
0.000122943,-1.099988305,-1.113580382,0.003797585
-0.002704755,-1.100015626,-0.950625729,0.001338717
0.001407019,-1.690307895,-0.570539362,0.000724
-0.021200907,-1.099974645,-1.097911928,-2.73E-05
0.022430341,-1.663492572,-1.425856631,-0.000150264
-0.217213676,1.099974645,1.023025734,-0.258208471
-0.141234652,1.100015626,1.087038267,-0.089939931
-0.034547097,1.100015626,1.086683097,-0.031364229
-0.001557283,1.100001966,1.085057512,-0.010941963
1.37E-05,1.100029287,1.08535804,-0.003852227
-0.00071034,1.100042947,1.085590267,-0.001338717
-0.000327849,1.099974645,1.085617587,-0.000464453
-0.000136604,1.100015626,1.08572687,-0.000122943
-0.000136604,1.099988305,1.085863474,-6.83E-05
-0.000122943,1.099960985,1.08605472,-4.10E-05
-0.004808453,1.026031017,1.087693965,-1.37E-05
-0.022607926,0.454863278,1.09474272,6.83E-05
0.006611623,0.158624313,1.089579097,-2.73E-05
0.017307699,0.084830949,4.013132288,-0.000177585
-0.958029654,-1.099933664,1.095890192,-1.100589362
-1.088800456,-1.099988305,1.085016531,-1.100206872
-1.103540004,-1.100001966,1.083746116,-1.10016589
-1.097802645,-1.099988305,1.085617587,-1.10015223
-1.096286343,-1.100001966,1.085317059,-1.100179551
-1.096381966,-1.100001966,1.084593059,-1.100234192
-1.096327324,-1.100001966,1.08425155,-1.100193211
-1.096259022,-1.100015626,1.083951021,-1.100206872
-1.09619072,-1.100015626,1.083595851,-1.10016589
-1.096067777,-1.100015626,1.083254342,-1.100124909
-1.090303097,-1.007808072,1.080781814,-1.100193211
-1.064334718,-0.432146069,1.071588379,-1.100329815
-1.083500229,-0.150660313,0.935667614,-1.100261513
-1.103826872,-0.052537815,0.376807876,-1.100247853
-1.106203778,-0.018318567,0.129008613,-1.100179551
-4.549452402,-0.009780831,0.067673514,-4.31863299
-0.871176968,-1.100015626,1.091956003,-1.100452758
-1.066670643,-1.099988305,1.082257134,-1.100288834
-1.107460532,-1.100015626,1.079743625,-1.100193211
-1.100070268,-1.100042947,0.654987821,-1.100206872
-0.977905504,-1.100029287,0.227800469,-0.776141716
-0.475749996,-1.632073702,0.117369971,-0.421490974
-0.038098795,-1.100015626,-1.090822192,4.10E-05
0.022129813,-1.099988305,-1.119208458,-9.56E-05
0.038699852,-0.67374352,-1.13590144,-0.000122943
0.007021434,-0.234903866,-1.129644987,-1.37E-05
-0.016570039,-0.081907629,-1.119713892,6.83E-05
-0.01189819,-0.043863475,-5.327779779,0.000163925
0,0,0,0
0.92682935,1.099960985,-1.113361816,1.099960985
1.093936758,1.100029287,-0.606739364,1.099960985
1.107624457,1.099988305,-0.21049277,1.100029287
1.102652079,1.099988305,-0.073315251,1.100015626
1.101190419,1.075467926,-0.024656983,1.099960985
1.070659473,0.542726831,-0.003688302,1.100001966
1.499513391,0.290460625,-0.009603246,1.298979037
0.205055939,-1.099960985,-1.094141664,0.258208471
0.150455407,-1.099974645,-1.115451854,0.090049214
0.04152755,-1.099988305,-1.115697741,0.031377889
0.001570944,-1.100001966,-1.113238872,0.010941963
8.20E-05,-1.100001966,-1.113607703,0.003797585
-0.002636453,-1.099988305,-0.950584748,0.001352377
0.001420679,-1.690403518,-0.57048472,0.000696679
-0.021255549,-1.100015626,-1.097857286,0
0.022662568,-1.663451591,-1.425911272,-0.000163925
-0.217500544,1.100015626,1.02288913,-0.258181151
-0.141207331,1.100015626,1.087051927,-0.089994573
-0.034492455,1.099988305,1.086683097,-0.031364229
-0.001543623,1.100029287,1.085098493,-0.010941963
0,1.100001966,1.085371701,-0.003824906
-0.000696679,1.100015626,1.085576606,-0.001325057
-0.00036883,1.100015626,1.085617587,-0.000450792
-0.000136604,1.100029287,1.085767852,-0.000163925
-0.000109283,1.099988305,1.085863474,-4.10E-05
-0.000136604,1.099988305,1.08606838,-2.73E-05
-0.004822114,1.026017357,1.087639323,0
-0.022607926,0.454835957,1.094770041,1.37E-05
0.006597963,0.158596993,1.089565437,0
0.017376001,0.084830949,4.013282553,-0.000163925
-0.958220899,-1.099933664,1.095890192,-1.100562041
-1.088800456,-1.099988305,1.08500287,-1.100220532
-1.103608306,-1.100001966,1.083800757,-1.10016589
-1.097788985,-1.100015626,1.085617587,-1.100179551
-1.096340984,-1.100015626,1.085330719,-1.10015223
-1.096395626,-1.100015626,1.08463404,-1.10016589
-1.096381966,-1.100015626,1.08425155,-1.100193211
-1.096300003,-1.100042947,1.084005663,-1.100179551
-1.096218041,-1.100001966,1.083623172,-1.10013857
-1.096067777,-1.100029287,1.083227021,-1.10013857
-1.088554569,-0.980582938,1.080221738,-1.100193211
-1.064525963,-0.404347199,1.071574719,-1.100275173
-1.085139474,-0.140988765,0.89434497,-1.100275173
-1.104537211,-0.049163702,0.345375346,-1.100193211
-1.106080834,-0.017130114,0.117889065,-1.10016589
-4.657041542,-0.009152453,0.06208642,-4.427547186
-0.871873648,-1.100001966,1.091956003,-1.100411777
-1.066861888,-1.100029287,1.082243474,-1.100234192
-1.107446872,-1.100015626,1.079811927,-1.100193211
-1.100029287,-1.100056607,0.660957406,-1.100275173
-0.976648749,-1.100029287,0.229904167,-0.77448881
-0.473482374,-1.645515514,0.118490122,-0.420466445
-0.038194418,-1.099974645,-1.090849512,-4.10E-05
0.022088832,-1.100015626,-1.119140156,-0.000204906
0.038590569,-0.677486464,-1.135737516,-0.000122943
0.007171699,-0.236228923,-1.129617666,-4.10E-05
-0.016556379,-0.082344761,-1.11965925,0.000109283
-0.011980152,-0.044082041,-5.324637892,0.000204906
0,0,0,0
0.926911312,1.100029287,-1.113375476,1.100029287
1.093964079,1.099988305,-0.606725704,1.100001966
1.107610797,1.100015626,-0.21050643,1.099947324
1.102652079,1.100001966,-0.073328911,1.099960985
1.101204079,1.075426945,-0.024629662,1.100029287
1.070632152,0.542699511,-0.003688302,1.099988305
1.499431428,0.290460625,-0.009589586,1.298992697
0.205055939,-1.099974645,-1.094141664,0.25816749
0.150441747,-1.100029287,-1.115451854,0.090035554
0.04151389,-1.100001966,-1.115697741,0.03141887
0.001570944,-1.099988305,-1.113266193,0.010941963
0.000109283,-1.100001966,-1.113607703,0.003783925
-0.002663774,-1.100029287,-0.950598408,0.001352377
0.00146166,-1.690294235,-0.57047106,0.00073766
-0.021282869,-1.100001966,-1.097884607,-2.73E-05
0.022553285,-1.663465252,-1.425856631,-0.000163925
-0.21736394,1.100001966,1.023135017,-0.258222132
-0.141207331,1.100029287,1.087065588,-0.089926271
-0.034506116,1.100001966,1.086710418,-0.031377889
-0.001543623,1.100042947,1.085112153,-0.010928303
-1.37E-05,1.100029287,1.085385361,-0.003852227
-0.00073766,1.100001966,1.085590267,-0.001352377
-0.000327849,1.099988305,1.085631248,-0.000464453
-0.000136604,1.099988305,1.085754191,-0.000163925
-0.000122943,1.099988305,1.085863474,0
-9.56E-05,1.099988305,1.08605472,-2.73E-05
-0.004808453,1.026003696,1.087680305,-2.73E-05
-0.022621587,0.454863278,1.094783701,4.10E-05
0.006652604,0.158610653,1.089579097,1.37E-05
0.017307699,0.084830949,4.01284542,-0.000191245
-0.958097956,-1.099933664,1.095972154,-1.100548381
-1.089278569,-1.099974645,1.085412682,-1.100220532
-1.103444381,-1.100001966,1.08352755,-1.10015223
-1.097666041,-1.100015626,1.085494644,-1.100193211
-1.096422947,-1.100001966,1.085371701,-1.10016589
-1.096436607,-1.100001966,1.084661361,-1.100261513
-1.096340984,-1.100001966,1.084292531,-1.100220532
-1.096259022,-1.100029287,1.083992002,-1.100247853
-1.09617706,-1.100029287,1.083650493,-1.100179551
-1.096013135,-1.100015626,1.083295323,-1.100179551
-1.095972154,-1.100015626,1.082912833,-1.100247853
-1.09583555,-1.099974645,1.082584983,-1.100288834
-1.095712607,-1.100001966,1.082120531,-1.100234192
-1.08138287,-0.860262326,1.076492455,-1.100247853
-1.067845435,-0.31663391,1.070796077,-1.100329815
-1.090740229,-0.110416838,1.077298417,-1.100261513
-1.103731249,-0.038481286,0.628732573,-1.100275173
-1.10736491,-0.013428152,0.217773751,-1.100193211
-1.898041268,-0.007171699,0.113545065,-1.656798987
-0.850249269,-1.099988305,1.091409588,-1.100480079
-1.059416982,-1.100029287,1.081669738,-1.100193211
-1.107474193,-1.100029287,1.078514191,-1.10016589
-1.099933664,-1.100001966,0.917185123,-1.098034871
-0.901625952,-1.100001966,0.359896328,-0.63187446
-0.350839497,-1.688245178,0.186245598,-0.338613458
-0.037770946,-1.100015626,-1.090426041,0.000122943
0.022334719,-1.067818114,-1.120178345,-6.83E-05
0.04114506,-0.521881094,-1.140149818,-0.000150264
0.002349585,-0.1819699,-1.129371779,1.37E-05
-0.017143775,-0.063452457,-1.119508986,5.46E-05
-0.009616906,-0.034000682,-5.474014129,0.000191245
0,0,0,0
0.926993274,1.100029287,-1.113375476,1.100015626
1.093936758,1.100015626,-0.606739364,1.099974645
1.107638117,1.099960985,-0.210479109,1.100001966
1.102652079,1.100001966,-0.073328911,1.099988305
1.101149438,1.075426945,-0.024670643,1.100001966
1.070618492,0.542726831,-0.003701963,1.099988305
1.499349466,0.290460625,-0.009562265,1.298910735
0.2050696,-1.099974645,-1.094168984,0.258222132
0.150387105,-1.099988305,-1.115465514,0.090008233
0.041568531,-1.099988305,-1.11567042,0.031391549
0.001598264,-1.099988305,-1.113225212,0.010969284
0.000109283,-1.099988305,-1.113566722,0.003838566
-0.002663774,-1.099988305,-0.950612068,0.001325057
0.001420679,-1.690417178,-0.570512041,0.00071034
-0.02131019,-1.099988305,-1.097857286,0
0.023331926,-1.663478912,-1.425856631,-0.000204906
-0.217555185,1.100015626,1.023107696,-0.258194811
-0.141617142,1.100029287,1.087065588,-0.089953591
-0.034601738,1.100029287,1.086696757,-0.031377889
-0.001570944,1.100029287,1.085071172,-0.010941963
-2.73E-05,1.100015626,1.085385361,-0.003824906
-0.000696679,1.100015626,1.085603927,-0.001311396
-0.000341509,1.100001966,1.085631248,-0.000464453
-9.56E-05,1.099974645,1.085740531,-0.000163925
-0.000136604,1.099988305,1.085890795,-6.83E-05
-0.000136604,1.099988305,1.08606838,-2.73E-05
-0.004822114,1.026003696,1.087680305,0
-0.022662568,0.454863278,1.094797362,2.73E-05
0.006652604,0.158596993,1.089620078,2.73E-05
0.01733502,0.084830949,4.012777119,-0.000163925
-0.958275541,-1.099947324,1.095972154,-1.100575702
-1.089251248,-1.099960985,1.085480984,-1.100193211
-1.103444381,-1.099974645,1.083568531,-1.10015223
-1.097666041,-1.100015626,1.085426342,-1.100206872
-1.096409286,-1.100001966,1.085371701,-1.10015223
-1.096477588,-1.100015626,1.084606719,-1.100206872
-1.096354645,-1.100015626,1.08425155,-1.100234192
-1.096286343,-1.100015626,1.084032984,-1.100261513
-1.096218041,-1.100042947,1.083650493,-1.100316155
-1.096108758,-1.100015626,1.083227021,-1.10015223
-1.095972154,-1.100001966,1.082926493,-1.100179551
-1.09583555,-1.100029287,1.082584983,-1.100261513
-1.095712607,-1.100015626,1.082188832,-1.100261513
-1.088185739,-0.975173429,1.078896681,-1.10013857
-1.065386567,-0.399306519,1.069976454,-1.100343475
-1.085904455,-0.139226576,1.076874945,-1.100261513
-1.101504607,-0.048548985,0.808653417,-1.100275173
-1.107651778,-0.016925209,0.29138953,-1.100206872
-2.786266389,-0.00904317,0.151753143,-2.543043353
-0.848732967,-1.100001966,1.091395927,-1.100493739
-1.058856906,-1.100029287,1.081697059,-1.100288834
-1.107433212,-1.100029287,1.078432228,-1.100206872
-1.099892683,-1.100056607,0.992317203,-1.090863173
-0.86981093,-1.100001966,0.429974069,-0.589732193
-0.313082211,-1.794686846,0.223442809,-0.316183117
-0.037757286,-1.100015626,-1.09039872,0.000136604
0.022539624,-1.060496152,-1.120465213,-4.10E-05
