a,b,c,d,e,f
-0.607497275,-0.611885071,0.564518034,-0.628238678,-0.61160332,0.560699999
-0.628238678,-0.61160332,0.560699999,-0.647515476,-0.608989418,0.55708462
-0.647515476,-0.608989418,0.55708462,-0.66552484,-0.605056167,0.552827179
-0.66552484,-0.605056167,0.552827179,-0.680940628,-0.601103663,0.541462958
-0.680940628,-0.601103663,0.541462958,-0.693258286,-0.609987676,0.512480676
-0.693258286,-0.609987676,0.512480676,-0.694962919,-0.611848116,0.490374982
-0.694962919,-0.611848116,0.490374982,-0.700455725,-0.618841767,0.455288887
-0.700455725,-0.618841767,0.455288887,-0.702215254,-0.621953845,0.430219114
-0.702215254,-0.621953845,0.430219114,-0.700304747,-0.619938254,0.418481708
-0.700304747,-0.619938254,0.418481708,-0.698295176,-0.617068768,0.408644795
-0.698295176,-0.617068768,0.408644795,-0.692663848,-0.609453082,0.362552404
-0.692663848,-0.609453082,0.362552404,-0.692663848,-0.609453082,0.362552404
-0.378608197,-0.648836493,0.414566755,-0.364825547,-0.641961515,0.412492335
-0.364825547,-0.641961515,0.412492335,-0.34866184,-0.637744129,0.418170393
-0.34866184,-0.637744129,0.418170393,-0.333690137,-0.635238528,0.427615643
-0.333690137,-0.635238528,0.427615643,-0.319497198,-0.63395381,0.439121664
-0.319497198,-0.63395381,0.439121664,-0.305607796,-0.633081675,0.451809824
-0.305607796,-0.633081675,0.451809824,-0.292612314,-0.634371936,0.45964998
-0.292612314,-0.634371936,0.45964998,-0.27566129,-0.640839636,0.461505353
-0.27566129,-0.640839636,0.461505353,-0.273400515,-0.643610835,0.440582156
-0.273400515,-0.643610835,0.440582156,-0.272485197,-0.648768663,0.413483739
-0.272485197,-0.648768663,0.413483739,-0.272270828,-0.65053457,0.389728785
-0.272270828,-0.65053457,0.389728785,-0.27231881,-0.65110606,0.366498709
-0.27231881,-0.65110606,0.366498709,-0.272294044,-0.651076257,0.342989743
-0.272294044,-0.651076257,0.342989743,-0.272395134,-0.651405334,0.321117878
-0.272395134,-0.651405334,0.321117878,-0.275419265,-0.670763671,0.311297119
-0.275419265,-0.670763671,0.311297119,-0.274983078,-0.667743504,0.29060185
-0.274983078,-0.667743504,0.29060185,-0.275298536,-0.670065284,0.261401057
-0.275298536,-0.670065284,0.261401057,-0.278604299,-0.673369408,0.280831099
-0.278604299,-0.673369408,0.280831099,-0.280518532,-0.67371726,0.306283295
-0.280518532,-0.67371726,0.306283295,-0.281139702,-0.675040007,0.329328835
-0.281139702,-0.675040007,0.329328835,-0.281286597,-0.675819635,0.352405012
-0.281286597,-0.675819635,0.352405012,-0.281271815,-0.675615907,0.375984609
-0.281271815,-0.675615907,0.375984609,-0.281144142,-0.674591839,0.399717748
-0.281144142,-0.674591839,0.399717748,-0.280881017,-0.672760963,0.423556268
-0.280881017,-0.672760963,0.423556268,-0.280468971,-0.670094311,0.447505474
-0.280468971,-0.670094311,0.447505474,-0.279921591,-0.666577816,0.471536458
-0.279921591,-0.666577816,0.471536458,-0.279227436,-0.662215948,0.495609462
-0.279227436,-0.662215948,0.495609462,-0.278427094,-0.657098413,0.519351184
-0.278427094,-0.657098413,0.519351184,-0.278266519,-0.654752612,0.53678304
-0.278266519,-0.654752612,0.53678304,-0.278566003,-0.656274915,0.548343003
-0.278566003,-0.656274915,0.548343003,-0.275852352,-0.641147733,0.561499774
-0.275852352,-0.641147733,0.561499774,-0.286827594,-0.644894481,0.56079632
-0.286827594,-0.644894481,0.56079632,-0.302743763,-0.650482118,0.556638539
-0.302743763,-0.650482118,0.556638539,-0.318005055,-0.655536473,0.555015266
-0.318005055,-0.655536473,0.555015266,-0.333203346,-0.660250425,0.55415386
-0.333203346,-0.660250425,0.55415386,-0.348908454,-0.66500622,0.552824795
-0.348908454,-0.66500622,0.552824795,-0.364969343,-0.669484973,0.551212728
-0.364969343,-0.669484973,0.551212728,-0.381292015,-0.67353034,0.549451888
-0.381292015,-0.67353034,0.549451888,-0.397890598,-0.677156806,0.547485054
-0.397890598,-0.677156806,0.547485054,-0.414753288,-0.680377901,0.545270145
-0.414753288,-0.680377901,0.545270145,-0.431874663,-0.683161199,0.54283005
-0.431874663,-0.683161199,0.54283005,-0.449225456,-0.685494065,0.540165603
-0.449225456,-0.685494065,0.540165603,-0.466804862,-0.687369406,0.537272155
-0.466804862,-0.687369406,0.537272155,-0.484548271,-0.688716888,0.534511626
-0.484548271,-0.688716888,0.534511626,-0.50086081,-0.686667621,0.538652003
-0.50086081,-0.686667621,0.538652003,-0.515163958,-0.679852247,0.55065304
-0.515163958,-0.679852247,0.55065304,-0.528501034,-0.670567691,0.560450971
-0.528501034,-0.670567691,0.560450971,-0.541922867,-0.660871029,0.562982857
-0.541922867,-0.660871029,0.562982857,-0.592917025,-0.617484033,0.563491523
-0.592917025,-0.617484033,0.563491523,-0.607230663,-0.619482458,0.564703882
-0.607230663,-0.619482458,0.564703882,-0.628017843,-0.619206429,0.560701191
-0.628017843,-0.619206429,0.560701191,-0.647351325,-0.616591454,0.556912124
-0.647351325,-0.616591454,0.556912124,-0.665474534,-0.612676561,0.552636683
-0.665474534,-0.612676561,0.552636683,-0.68093574,-0.608782291,0.541327178
-0.68093574,-0.608782291,0.541327178,-0.69300586,-0.617586017,0.512750089
-0.69300586,-0.617586017,0.512750089,-0.694705963,-0.619456172,0.490644038
-0.694705963,-0.619456172,0.490644038,-0.700194657,-0.62652719,0.455424249
-0.700194657,-0.62652719,0.455424249,-0.701919019,-0.629617393,0.430624127
-0.701919019,-0.629617393,0.430624127,-0.699985981,-0.627547085,0.41913116
-0.699985981,-0.627547085,0.41913116,-0.698012829,-0.62468034,0.409332037
-0.698012829,-0.62468034,0.409332037,-0.692436159,-0.617073357,0.362877786
-0.692436159,-0.617073357,0.362877786,-0.692436159,-0.617073357,0.362877786
-0.378569335,-0.648699939,0.414926827,-0.364787787,-0.641825855,0.412846029
-0.364787787,-0.641825855,0.412846029,-0.348625451,-0.637605309,0.418518066
-0.348625451,-0.637605309,0.418518066,-0.333655357,-0.635094643,0.427959025
-0.333655357,-0.635094643,0.427959025,-0.319463938,-0.633803785,0.439461648
-0.319463938,-0.633803785,0.439461648,-0.305576056,-0.632925034,0.452146411
-0.305576056,-0.632925034,0.452146411,-0.292582989,-0.634210706,0.459984601
-0.292582989,-0.634210706,0.459984601,-0.275638819,-0.640679955,0.461835563
-0.275638819,-0.640679955,0.461835563,-0.27338028,-0.643461049,0.440913677
-0.27338028,-0.643461049,0.440913677,-0.272467852,-0.648631692,0.413816988
-0.272467852,-0.648631692,0.413816988,-0.272255391,-0.650409162,0.390062273
-0.272255391,-0.650409162,0.390062273,-0.272305161,-0.650991499,0.366832614
-0.272305161,-0.650991499,0.366832614,-0.272282332,-0.650973082,0.343323708
-0.272282332,-0.650973082,0.343323708,-0.27238512,-0.65131259,0.321451426
-0.27238512,-0.65131259,0.321451426,-0.275410861,-0.670675933,0.311629772
-0.275410861,-0.670675933,0.311629772,-0.274976343,-0.667665124,0.290933013
-0.274976343,-0.667665124,0.290933013,-0.27535674,-0.670143723,0.261700809
-0.27535674,-0.670143723,0.261700809,-0.278600425,-0.673288047,0.281165838
-0.278600425,-0.673288047,0.281165838,-0.280505955,-0.673636496,0.306613266
-0.280505955,-0.673636496,0.306613266,-0.281125993,-0.674944043,0.329658449
-0.281125993,-0.674944043,0.329658449,-0.281268865,-0.675712109,0.352735221
-0.281268865,-0.675712109,0.352735221,-0.281258434,-0.675492167,0.376314998
-0.281258434,-0.675492167,0.376314998,-0.28113237,-0.67445606,0.400049508
-0.28113237,-0.67445606,0.400049508,-0.280871987,-0.672617555,0.423886895
-0.280871987,-0.672617555,0.423886895,-0.28046006,-0.669941843,0.447835207
-0.28046006,-0.669941843,0.447835207,-0.279904306,-0.666415036,0.47186631
-0.279904306,-0.666415036,0.47186631,-0.279210031,-0.662042856,0.495938063
-0.279210031,-0.662042856,0.495938063,-0.278408408,-0.656915367,0.519676507
-0.278408408,-0.656915367,0.519676507,-0.27824381,-0.654560268,0.537110627
-0.27824381,-0.654560268,0.537110627,-0.278547794,-0.656074226,0.548670709
-0.278547794,-0.656074226,0.548670709,-0.275824308,-0.64094615,0.56182915
-0.275824308,-0.64094615,0.56182915,-0.286828309,-0.64472717,0.561182082
-0.286828309,-0.64472717,0.561182082,-0.302866042,-0.65096724,0.557637632
-0.302866042,-0.65096724,0.557637632,-0.318165362,-0.656214416,0.556319296
-0.318165362,-0.656214416,0.556319296,-0.333396226,-0.661023617,0.555522144
-0.333396226,-0.661023617,0.555522144,-0.349123746,-0.665814519,0.554214895
-0.349123746,-0.665814519,0.554214895,-0.365202814,-0.670299709,0.552615345
-0.365202814,-0.670299709,0.552615345,-0.38154,-0.67433995,0.550867617
-0.38154,-0.67433995,0.550867617,-0.398155063,-0.677969754,0.548900902
-0.398155063,-0.677969754,0.548900902,-0.415034175,-0.681184411,0.546695173
-0.415034175,-0.681184411,0.546695173,-0.432166249,-0.683968425,0.544255316
-0.432166249,-0.683968425,0.544255316,-0.449507207,-0.6862638,0.54184252
-0.449507207,-0.6862638,0.54184252,-0.465634912,-0.685266793,0.545808733
-0.465634912,-0.685266793,0.545808733,-0.479663551,-0.678934693,0.556909382
-0.479663551,-0.678934693,0.556909382,-0.492699474,-0.669736505,0.563070834
-0.492699474,-0.669736505,0.563070834,-0.506191909,-0.660871387,0.563932121
-0.506191909,-0.660871387,0.563932121,-0.566564202,-0.61139679,0.564207733
-0.566564202,-0.61139679,0.564207733,-0.580857456,-0.613833666,0.565729439
-0.580857456,-0.613833666,0.565729439,-0.60153985,-0.614518344,0.562496126
-0.60153985,-0.614518344,0.562496126,-0.620687187,-0.612857044,0.559558213
-0.620687187,-0.612857044,0.559558213,-0.638078153,-0.609048963,0.553418934
-0.638078153,-0.609048963,0.553418934,-0.654215217,-0.605091035,0.539784729
-0.654215217,-0.605091035,0.539784729,-0.666639209,-0.61153096,0.51353687
-0.666639209,-0.61153096,0.51353687,-0.66828227,-0.613413155,0.491507292
-0.66828227,-0.613413155,0.491507292,-0.673538089,-0.620446026,0.456991673
-0.673538089,-0.620446026,0.456991673,-0.67543745,-0.623832226,0.431079686
-0.67543745,-0.623832226,0.431079686,-0.673761129,-0.622037649,0.418376327
-0.673761129,-0.622037649,0.418376327,-0.671726704,-0.61902529,0.408432782
-0.671726704,-0.61902529,0.408432782,-0.666143656,-0.611094236,0.363648593
-0.666143656,-0.611094236,0.363648593,-0.666143656,-0.611094236,0.363648593
-0.378531098,-0.648587823,0.415237904,-0.364750892,-0.641714513,0.41315186
-0.364750892,-0.641714513,0.41315186,-0.348589569,-0.637491524,0.418819487
-0.348589569,-0.637491524,0.418819487,-0.33362031,-0.634976506,0.428256869
-0.33362031,-0.634976506,0.428256869,-0.319429964,-0.633680284,0.439755857
-0.319429964,-0.633680284,0.439755857,-0.305542976,-0.632795751,0.452437878
-0.305542976,-0.632795751,0.452437878,-0.292551756,-0.634077489,0.460274696
-0.292551756,-0.634077489,0.460274696,-0.275612444,-0.640538454,0.462137938
-0.275612444,-0.640538454,0.462137938,-0.273355782,-0.643328249,0.441217184
-0.273355782,-0.643328249,0.441217184,-0.27244541,-0.648511112,0.414121866
-0.27244541,-0.648511112,0.414121866,-0.272234827,-0.650298774,0.390367568
-0.272234827,-0.650298774,0.390367568,-0.272286057,-0.650891483,0.367138147
-0.272286057,-0.650891483,0.367138147,-0.272264719,-0.650883198,0.343628764
-0.272264719,-0.650883198,0.343628764,-0.272368699,-0.651232362,0.321756542
-0.272368699,-0.651232362,0.321756542,-0.275394976,-0.670600235,0.311950207
-0.275394976,-0.670600235,0.311950207,-0.274961978,-0.667598486,0.291252315
-0.274961978,-0.667598486,0.291252315,-0.275342733,-0.669993103,0.26199764
-0.275342733,-0.669993103,0.26199764,-0.27858603,-0.673238277,0.281429768
-0.27858603,-0.673238277,0.281429768,-0.280497819,-0.673571229,0.306878746
-0.280497819,-0.673571229,0.306878746,-0.281113774,-0.674869061,0.329923332
-0.281113774,-0.674869061,0.329923332,-0.281255394,-0.675627232,0.3530007
-0.281255394,-0.675627232,0.3530007,-0.281236589,-0.675403237,0.376582325
-0.281236589,-0.675403237,0.376582325,-0.281106681,-0.674359322,0.400316179
-0.281106681,-0.674359322,0.400316179,-0.280839473,-0.672509313,0.424154758
-0.280839473,-0.672509313,0.424154758,-0.280427188,-0.669821441,0.448104799
-0.280427188,-0.669821441,0.448104799,-0.279872954,-0.666287839,0.472133517
-0.279872954,-0.666287839,0.472133517,-0.27917701,-0.661905348,0.496205926
-0.27917701,-0.661905348,0.496205926,-0.278373867,-0.656771302,0.519942939
-0.278373867,-0.656771302,0.519942939,-0.278207928,-0.654408574,0.537378252
-0.278207928,-0.654408574,0.537378252,-0.278506011,-0.655920744,0.548939407
-0.278506011,-0.655920744,0.548939407,-0.275791913,-0.640780389,0.562073052
-0.275791913,-0.640780389,0.562073052,-0.286769271,-0.644517303,0.561394513
-0.286769271,-0.644517303,0.561394513,-0.302754521,-0.650458813,0.557545602
-0.302754521,-0.650458813,0.557545602,-0.318040252,-0.655630291,0.556100547
-0.318040252,-0.655630291,0.556100547,-0.33325395,-0.660394132,0.555289567
-0.33325395,-0.660394132,0.555289567,-0.348967791,-0.665169418,0.553981006
-0.348967791,-0.665169418,0.553981006,-0.365035385,-0.669652879,0.55238384
-0.365035385,-0.669652879,0.55238384,-0.381363124,-0.673699498,0.550635397
-0.381363124,-0.673699498,0.550635397,-0.397962093,-0.67733109,0.548674524
-0.397962093,-0.67733109,0.548674524,-0.41483143,-0.680550575,0.546472728
-0.41483143,-0.680550575,0.546472728,-0.431953549,-0.68333602,0.544039309
-0.431953549,-0.68333602,0.544039309,-0.449313015,-0.685671806,0.541381419
-0.449313015,-0.685671806,0.541381419,-0.466852874,-0.687492788,0.538833797
-0.466852874,-0.687492788,0.538833797,-0.483028263,-0.685887635,0.543048441
-0.483028263,-0.685887635,0.543048441,-0.497222304,-0.679357052,0.554858148
-0.497222304,-0.679357052,0.554858148,-0.510314286,-0.669976652,0.562585056
-0.510314286,-0.669976652,0.562585056,-0.523805439,-0.660727084,0.564055502
-0.523805439,-0.660727084,0.564055502,-0.589515924,-0.604655564,0.564415038
-0.589515924,-0.604655564,0.564415038,-0.603836596,-0.606653035,0.565804899
-0.603836596,-0.606653035,0.565804899,-0.624584973,-0.606514513,0.562176406
-0.624584973,-0.606514513,0.562176406,-0.643765211,-0.604037225,0.55877167
-0.643765211,-0.604037225,0.55877167,-0.661640108,-0.600123167,0.554391921
-0.661640108,-0.600123167,0.554391921,-0.677118242,-0.596155822,0.542656839
-0.677118242,-0.596155822,0.542656839,-0.689602375,-0.604818881,0.513743699
-0.689602375,-0.604818881,0.513743699,-0.691305637,-0.60668385,0.491682827
-0.691305637,-0.60668385,0.491682827,-0.69681704,-0.613683641,0.45675993
-0.69681704,-0.613683641,0.45675993,-0.698677838,-0.616906047,0.431411862
-0.698677838,-0.616906047,0.431411862,-0.696821928,-0.61498487,0.41937834
-0.696821928,-0.61498487,0.41937834,-0.694783151,-0.612078071,0.409524381
-0.694783151,-0.612078071,0.409524381,-0.689117551,-0.604425788,0.363892496
-0.689117551,-0.604425788,0.363892496,-0.689117551,-0.604425788,0.363892496
-0.378493994,-0.648476481,0.415540099,-0.364714682,-0.641604364,0.413448572
-0.364714682,-0.641604364,0.413448572,-0.348554432,-0.637378871,0.41911149
-0.348554432,-0.637378871,0.41911149,-0.333586484,-0.634859502,0.428545475
-0.333586484,-0.634859502,0.428545475,-0.319397241,-0.633557856,0.440041423
-0.319397241,-0.633557856,0.440041423,-0.305511981,-0.632667482,0.45272094
-0.305511981,-0.632667482,0.45272094,-0.29252243,-0.633945465,0.460555971
-0.29252243,-0.633945465,0.460555971,-0.275589466,-0.640408397,0.462407649
-0.275589466,-0.640408397,0.462407649,-0.273334771,-0.643205941,0.441487551
-0.273334771,-0.643205941,0.441487551,-0.272426665,-0.648399413,0.414393425
-0.272426665,-0.648399413,0.414393425,-0.272217304,-0.650196493,0.390639842
-0.272217304,-0.650196493,0.390639842,-0.272269905,-0.650797963,0.367410183
-0.272269905,-0.650797963,0.367410183,-0.272250175,-0.650798798,0.3439008
-0.272250175,-0.650798798,0.3439008,-0.272355646,-0.651156306,0.322028339
-0.272355646,-0.651156306,0.322028339,-0.275380701,-0.670523107,0.312236667
-0.275380701,-0.670523107,0.312236667,-0.274949163,-0.667529464,0.29153806
-0.274949163,-0.667529464,0.29153806,-0.275275141,-0.670188844,0.262299597
-0.275275141,-0.670188844,0.262299597,-0.27855885,-0.673178375,0.281749308
-0.27855885,-0.673178375,0.281749308,-0.280478626,-0.673480332,0.307207644
-0.280478626,-0.673480332,0.307207644,-0.281094044,-0.674770474,0.330249488
-0.281094044,-0.674770474,0.330249488,-0.281233668,-0.675519049,0.353326201
-0.281233668,-0.675519049,0.353326201,-0.281212926,-0.67528522,0.376907408
-0.281212926,-0.67528522,0.376907408,-0.281080961,-0.674230993,0.400641203
-0.281080961,-0.674230993,0.400641203,-0.280811906,-0.672370255,0.42447871
-0.280811906,-0.672370255,0.42447871,-0.280398071,-0.669671655,0.448427677
-0.280398071,-0.669671655,0.448427677,-0.279842138,-0.666127503,0.472455323
-0.279842138,-0.666127503,0.472455323,-0.279144764,-0.661734283,0.496525228
-0.279144764,-0.661734283,0.496525228,-0.278339714,-0.656589568,0.520260632
-0.278339714,-0.656589568,0.520260632,-0.278172851,-0.654219985,0.537695348
-0.278172851,-0.654219985,0.537695348,-0.278469503,-0.655726731,0.549256861
-0.278469503,-0.655726731,0.549256861,-0.275748402,-0.640581191,0.562378824
-0.275748402,-0.640581191,0.562378824,-0.286739558,-0.64439863,0.56176275
-0.286739558,-0.64439863,0.56176275,-0.302793503,-0.650689065,0.558279455
-0.302793503,-0.650689065,0.558279455,-0.318096429,-0.655945301,0.55698806
-0.318096429,-0.655945301,0.55698806,-0.333330363,-0.660758793,0.556204498
-0.333330363,-0.660758793,0.556204498,-0.349056989,-0.665551841,0.554906428
-0.349056989,-0.665551841,0.554906428,-0.365131825,-0.670036912,0.553320706
-0.365131825,-0.670036912,0.553320706,-0.381467164,-0.674083233,0.55158025
-0.381467164,-0.674083233,0.55158025,-0.398074836,-0.677714527,0.54962486
-0.398074836,-0.677714527,0.54962486,-0.414952397,-0.680932641,0.547427595
-0.414952397,-0.680932641,0.547427595,-0.432082236,-0.683716953,0.544999897
-0.432082236,-0.683716953,0.544999897,-0.449334443,-0.685870588,0.543100655
-0.449334443,-0.685870588,0.543100655,-0.464974701,-0.683836102,0.548966587
-0.464974701,-0.683836102,0.548966587,-0.4786053,-0.676639676,0.559705913
-0.4786053,-0.676639676,0.559705913,-0.4917202,-0.667505026,0.564229906
-0.4917202,-0.667505026,0.564229906,-0.505213499,-0.658688128,0.564561307
-0.505213499,-0.658688128,0.564561307,-0.573885977,-0.60111922,0.564907253
-0.573885977,-0.60111922,0.564907253,-0.588180006,-0.603390932,0.566476166
-0.588180006,-0.603390932,0.566476166,-0.608855367,-0.603796482,0.563298166
-0.608855367,-0.603796482,0.563298166,-0.62794596,-0.601887345,0.560411632
-0.62794596,-0.601887345,0.560411632,-0.645379901,-0.598041296,0.554948628
-0.645379901,-0.598041296,0.554948628,-0.661285102,-0.594029605,0.54186362
-0.661285102,-0.594029605,0.54186362,-0.673962712,-0.60131526,0.514291227
-0.673962712,-0.60131526,0.514291227,-0.675649822,-0.603204489,0.49226588
-0.675649822,-0.603204489,0.49226588,-0.681006432,-0.610169947,0.457800686
-0.681006432,-0.610169947,0.457800686,-0.682972908,-0.613561809,0.431850851
-0.682972908,-0.613561809,0.431850851,-0.681280792,-0.611823142,0.419075787
-0.681280792,-0.611823142,0.419075787,-0.679212391,-0.608839035,0.409113348
-0.679212391,-0.608839035,0.409113348,-0.673546612,-0.600995004,0.364432275
-0.673546612,-0.600995004,0.364432275,-0.673546612,-0.600995004,0.364432275
-0.378448188,-0.648340166,0.415891409,-0.364670247,-0.641468585,0.41379416
-0.364670247,-0.641468585,0.41379416,-0.348511249,-0.637239933,0.419450819
-0.348511249,-0.637239933,0.419450819,-0.333545119,-0.634715199,0.428879976
-0.333545119,-0.634715199,0.428879976,-0.319357693,-0.633407414,0.440372825
-0.319357693,-0.633407414,0.440372825,-0.305473864,-0.632510483,0.453048527
-0.305473864,-0.632510483,0.453048527,-0.292486608,-0.633784413,0.460881412
-0.292486608,-0.633784413,0.460881412,-0.275558591,-0.640243351,0.462735593
-0.275558591,-0.640243351,0.462735593,-0.273305923,-0.643050849,0.44181639
-0.273305923,-0.643050849,0.44181639,-0.272400111,-0.648257077,0.414724231
-0.272400111,-0.648257077,0.414724231,-0.272193044,-0.650065362,0.390971422
-0.272193044,-0.650065362,0.390971422,-0.272247672,-0.650677919,0.367742658
-0.272247672,-0.650677919,0.367742658,-0.272229493,-0.65068996,0.344232917
-0.272229493,-0.65068996,0.344232917,-0.272336543,-0.651058018,0.322360516
-0.272336543,-0.651058018,0.322360516,-0.275362253,-0.670429349,0.31257838
-0.275362253,-0.670429349,0.31257838,-0.274932325,-0.6674456,0.291878879
-0.274932325,-0.6674456,0.291878879,-0.275206745,-0.670077503,0.262619615
-0.275206745,-0.670077503,0.262619615,-0.278547525,-0.673096478,0.282060444
-0.278547525,-0.673096478,0.282060444,-0.280458778,-0.67339164,0.307525635
-0.280458778,-0.67339164,0.307525635,-0.281071663,-0.674672186,0.330568433
-0.281071663,-0.674672186,0.330568433,-0.281210244,-0.675411403,0.353644669
-0.281210244,-0.675411403,0.353644669,-0.281188309,-0.675166488,0.377226233
-0.281188309,-0.675166488,0.377226233,-0.281054884,-0.674101889,0.400959611
-0.281054884,-0.674101889,0.400959611,-0.280783921,-0.672230721,0.424796522
-0.280783921,-0.672230721,0.424796522,-0.28036797,-0.669521689,0.448744297
-0.28036797,-0.669521689,0.448744297,-0.279810458,-0.665966928,0.472769976
-0.279810458,-0.665966928,0.472769976,-0.279111207,-0.661563098,0.49683851
-0.279111207,-0.661563098,0.49683851,-0.278304964,-0.65640837,0.520571768
-0.278304964,-0.65640837,0.520571768,-0.278137922,-0.65403074,0.538006127
-0.278137922,-0.65403074,0.538006127,-0.278433293,-0.655531526,0.549568594
-0.278433293,-0.655531526,0.549568594,-0.275707781,-0.64037323,0.562695086
-0.275707781,-0.64037323,0.562695086,-0.286668688,-0.644131124,0.561998308
-0.286668688,-0.644131124,0.561998308,-0.30263865,-0.649968505,0.558094442
-0.30263865,-0.649968505,0.558094442,-0.317909747,-0.655116081,0.556625187
-0.317909747,-0.655116081,0.556625187,-0.333110541,-0.659873724,0.55581373
-0.333110541,-0.659873724,0.55581373,-0.348812133,-0.664647698,0.554514825
-0.348812133,-0.664647698,0.554514825,-0.364869416,-0.669133306,0.552927196
-0.364869416,-0.669133306,0.552927196,-0.381187826,-0.673184156,0.551188529
-0.381187826,-0.673184156,0.551188529,-0.397777677,-0.676820278,0.549238503
-0.397777677,-0.676820278,0.549238503,-0.414638072,-0.68004477,0.547047198
-0.414638072,-0.68004477,0.547047198,-0.431751549,-0.682835519,0.544625103
-0.431751549,-0.682835519,0.544625103,-0.449103028,-0.685177386,0.54197818
-0.449103028,-0.685177386,0.54197818,-0.466678381,-0.687058568,0.539129674
-0.466678381,-0.687058568,0.539129674,-0.483463198,-0.686697423,0.540837586
-0.483463198,-0.686697423,0.540837586,-0.498040646,-0.681041479,0.551505625
-0.498040646,-0.681041479,0.551505625,-0.511363924,-0.672183156,0.561736166
-0.511363924,-0.672183156,0.561736166,-0.524714947,-0.662720442,0.564666092
-0.524714947,-0.662720442,0.564666092,-0.595394671,-0.602371454,0.565150201
-0.595394671,-0.602371454,0.565150201,-0.60972321,-0.604262531,0.566478789
-0.60972321,-0.604262531,0.566478789,-0.630472243,-0.603886306,0.562779605
-0.630472243,-0.603886306,0.562779605,-0.649660945,-0.601205111,0.559275806
-0.649660945,-0.601205111,0.559275806,-0.667640448,-0.597239912,0.555213511
-0.667640448,-0.597239912,0.555213511,-0.682944536,-0.593354464,0.544089139
-0.682944536,-0.593354464,0.544089139,-0.695486426,-0.602595806,0.514536083
-0.695486426,-0.602595806,0.514536083,-0.697222114,-0.604475975,0.492459893
-0.697222114,-0.604475975,0.492459893,-0.702815473,-0.611476064,0.457455695
-0.702815473,-0.611476064,0.457455695,-0.7046718,-0.614666462,0.432276785
-0.7046718,-0.614666462,0.432276785,-0.70278132,-0.612723649,0.420415938
-0.70278132,-0.612723649,0.420415938,-0.700749099,-0.609858513,0.410576522
-0.700749099,-0.609858513,0.410576522,-0.695094705,-0.602318108,0.364677906
-0.695094705,-0.602318108,0.364677906,-0.695094705,-0.602318108,0.364677906
-0.378409058,-0.648221135,0.416204393,-0.364632338,-0.64135021,0.41410166
-0.364632338,-0.64135021,0.41410166,-0.348474622,-0.637118995,0.419753671
-0.348474622,-0.637118995,0.419753671,-0.333509922,-0.634589672,0.429179013
-0.333509922,-0.634589672,0.429179013,-0.319323868,-0.633276582,0.440668523
-0.319323868,-0.633276582,0.440668523,-0.305441588,-0.632373452,0.453341305
-0.305441588,-0.632373452,0.453341305,-0.292456776,-0.633643091,0.46117264
-0.292456776,-0.633643091,0.46117264,-0.275534242,-0.640101135,0.463025391
-0.275534242,-0.640101135,0.463025391,-0.27328375,-0.642917216,0.442107797
-0.27328375,-0.642917216,0.442107797,-0.272380412,-0.648134708,0.415017009
-0.272380412,-0.648134708,0.415017009,-0.272174776,-0.649953008,0.391264081
-0.272174776,-0.649953008,0.391264081,-0.272230744,-0.65057528,0.368035555
-0.272230744,-0.65057528,0.368035555,-0.272214085,-0.650597155,0.344525993
-0.272214085,-0.650597155,0.344525993,-0.272322625,-0.650973976,0.322653353
-0.272322625,-0.650973976,0.322653353,-0.275348336,-0.670345247,0.31289953
-0.275348336,-0.670345247,0.31289953,-0.274920017,-0.667370379,0.292198777
-0.274920017,-0.667370379,0.292198777,-0.275008738,-0.669931531,0.262936831
-0.275008738,-0.669931531,0.262936831,-0.278516829,-0.673005462,0.282382727
-0.278516829,-0.673005462,0.282382727,-0.280445874,-0.673302531,0.307839453
-0.280445874,-0.673302531,0.307839453,-0.281054527,-0.674571812,0.330884993
-0.281054527,-0.674571812,0.330884993,-0.281189829,-0.675299525,0.353962779
-0.281189829,-0.675299525,0.353962779,-0.281166315,-0.675044298,0.377544165
-0.281166315,-0.675044298,0.377544165,-0.28103134,-0.67396909,0.401276946
-0.28103134,-0.67396909,0.401276946,-0.280759215,-0.672087491,0.425113201
-0.280759215,-0.672087491,0.425113201,-0.280341744,-0.66936785,0.449060023
-0.280341744,-0.66936785,0.449060023,-0.279782534,-0.665802717,0.473084092
-0.279782534,-0.665802717,0.473084092,-0.279081315,-0.661388457,0.497150242
-0.279081315,-0.661388457,0.497150242,-0.278273523,-0.656223476,0.520881116
-0.278273523,-0.656223476,0.520881116,-0.278106302,-0.653839707,0.538313448
-0.278106302,-0.653839707,0.538313448,-0.278400064,-0.655335069,0.549876392
-0.278400064,-0.655335069,0.549876392,-0.275677979,-0.640177429,0.562995017
-0.275677979,-0.640177429,0.562995017,-0.286664516,-0.644080281,0.562444866
-0.286664516,-0.644080281,0.562444866,-0.302747965,-0.650488198,0.559120595
-0.302747965,-0.650488198,0.559120595,-0.318059981,-0.655781627,0.557884753
-0.318059981,-0.655781627,0.557884753,-0.333296388,-0.660614789,0.557119668
-0.333296388,-0.660614789,0.557119668,-0.349022061,-0.66541636,0.55583483
-0.349022061,-0.66541636,0.55583483,-0.365095168,-0.66990447,0.554261982
-0.365095168,-0.66990447,0.554261982,-0.381428927,-0.673953593,0.55253309
-0.381428927,-0.673953593,0.55253309,-0.398034632,-0.677587271,0.550588071
