a,b,c,d,e,f
-0.27808544,-0.655151904,0.52273649,-0.277909964,-0.652719259,0.540164292
-0.277909964,-0.652719259,0.540164292,-0.278199285,-0.654184818,0.551731408
-0.278199285,-0.654184818,0.551731408,-0.275473148,-0.639003694,0.564789474
-0.275473148,-0.639003694,0.564789474,-0.286407322,-0.642759502,0.564121902
-0.286407322,-0.642759502,0.564121902,-0.302256197,-0.648094118,0.559793532
-0.302256197,-0.648094118,0.559793532,-0.317453206,-0.653014302,0.557996094
-0.317453206,-0.653014302,0.557996094,-0.332585543,-0.657688379,0.557127416
-0.332585543,-0.657688379,0.557127416,-0.348230541,-0.662427902,0.555852473
-0.348230541,-0.662427902,0.555852473,-0.364244848,-0.666918218,0.554290354
-0.364244848,-0.666918218,0.554290354,-0.380523056,-0.670984447,0.55258137
-0.380523056,-0.670984447,0.55258137,-0.397072822,-0.674637318,0.550666988
-0.397072822,-0.674637318,0.550666988,-0.413894266,-0.677880168,0.548512518
-0.413894266,-0.677880168,0.548512518,-0.430969894,-0.6806916,0.546126664
-0.430969894,-0.6806916,0.546126664,-0.448284298,-0.68305546,0.543515384
-0.448284298,-0.68305546,0.543515384,-0.465824842,-0.68496114,0.540677965
-0.465824842,-0.68496114,0.540677965,-0.48357752,-0.686398208,0.537613451
-0.48357752,-0.686398208,0.537613451,-0.501424193,-0.687217891,0.535003126
-0.501424193,-0.687217891,0.535003126,-0.517520905,-0.684163034,0.540206134
-0.517520905,-0.684163034,0.540206134,-0.531693459,-0.676689684,0.552663624
-0.531693459,-0.676689684,0.552663624,-0.545191109,-0.667381108,0.563505232
-0.545191109,-0.667381108,0.563505232,-0.558488131,-0.657290697,0.566824734
-0.558488131,-0.657290697,0.566824734,-0.590864003,-0.630170405,0.567519963
-0.590864003,-0.630170405,0.567519963,-0.60509634,-0.632277966,0.56863004
-0.60509634,-0.632277966,0.56863004,-0.625972152,-0.632023752,0.564384043
-0.625972152,-0.632023752,0.564384043,-0.6454252,-0.629445374,0.560332716
-0.6454252,-0.629445374,0.560332716,-0.663708925,-0.625611722,0.55600518
-0.663708925,-0.625611722,0.55600518,-0.679255664,-0.621843994,0.544805229
-0.679255664,-0.621843994,0.544805229,-0.690935433,-0.630573571,0.517118275
-0.690935433,-0.630573571,0.517118275,-0.692676246,-0.632561088,0.49501282
-0.692676246,-0.632561088,0.49501282,-0.698274374,-0.639894009,0.45960319
-0.698274374,-0.639894009,0.45960319,-0.699911594,-0.642956614,0.435356617
-0.699911594,-0.642956614,0.435356617,-0.697957098,-0.640801907,0.424327075
-0.697957098,-0.640801907,0.424327075,-0.696092784,-0.638010144,0.414554536
-0.696092784,-0.638010144,0.414554536,-0.690807343,-0.630631566,0.367266774
-0.690807343,-0.630631566,0.367266774,-0.690807343,-0.630631566,0.367266774
-0.378121853,-0.647315204,0.418496549,-0.364354223,-0.64045018,0.416353405
-0.364354223,-0.64045018,0.416353405,-0.348205775,-0.636199653,0.421968579
-0.348205775,-0.636199653,0.421968579,-0.33325091,-0.633637309,0.43136549
-0.33325091,-0.633637309,0.43136549,-0.319075406,-0.632284284,0.442831218
-0.319075406,-0.632284284,0.442831218,-0.305204183,-0.631338298,0.455482781
-0.305204183,-0.631338298,0.455482781,-0.292235136,-0.63257879,0.463301718
-0.292235136,-0.63257879,0.463301718,-0.275348157,-0.639024496,0.465144634
-0.275348157,-0.639024496,0.465144634,-0.273112267,-0.641902983,0.444235027
-0.273112267,-0.641902983,0.444235027,-0.272225589,-0.647203922,0.417156339
-0.272225589,-0.647203922,0.417156339,-0.272031605,-0.649095595,0.393408
-0.272031605,-0.649095595,0.393408,-0.272098631,-0.649789155,0.370182157
-0.272098631,-0.649789155,0.370182157,-0.272093713,-0.64988327,0.346672773
-0.272093713,-0.64988327,0.346672773,-0.272212684,-0.65032661,0.324799657
-0.272212684,-0.65032661,0.324799657,-0.275244713,-0.669734061,0.315079153
-0.275244713,-0.669734061,0.315079153,-0.274826944,-0.666821241,0.294371486
-0.274826944,-0.666821241,0.294371486,-0.274987757,-0.669488132,0.26511991
-0.274987757,-0.669488132,0.26511991,-0.278428137,-0.672489226,0.284579575
-0.278428137,-0.672489226,0.284579575,-0.28034243,-0.672705829,0.310043395
-0.28034243,-0.672705829,0.310043395,-0.280938148,-0.673904359,0.333093822
-0.280938148,-0.673904359,0.333093822,-0.281061411,-0.67456311,0.356173992
-0.281061411,-0.67456311,0.356173992,-0.281025589,-0.674236,0.379755437
-0.281025589,-0.674236,0.379755437,-0.280878335,-0.67308867,0.403485775
-0.280878335,-0.67308867,0.403485775,-0.280593902,-0.671134591,0.427316785
-0.280593902,-0.671134591,0.427316785,-0.28016448,-0.668341875,0.451255798
-0.28016448,-0.668341875,0.451255798,-0.279592842,-0.664703488,0.475269854
-0.279592842,-0.664703488,0.475269854,-0.278879464,-0.660215795,0.499323189
-0.278879464,-0.660215795,0.499323189,-0.27805984,-0.654979289,0.523039281
-0.27805984,-0.654979289,0.523039281,-0.277883321,-0.652538717,0.540465891
-0.277883321,-0.652538717,0.540465891,-0.278171748,-0.653999269,0.552033484
-0.278171748,-0.653999269,0.552033484,-0.275444746,-0.638808608,0.565096915
-0.275444746,-0.638808608,0.565096915,-0.286424011,-0.642789125,0.564642131
-0.286424011,-0.642789125,0.564642131,-0.302513391,-0.649291039,0.561457694
-0.302513391,-0.649291039,0.561457694,-0.317810088,-0.654618263,0.56028825
-0.317810088,-0.654618263,0.56028825,-0.33302784,-0.659471571,0.5595631
-0.33302784,-0.659471571,0.5595631,-0.348734558,-0.664286375,0.558317363
-0.348734558,-0.664286375,0.558317363,-0.364789099,-0.668785453,0.55678302
-0.364789099,-0.668785453,0.55678302,-0.381104201,-0.672845304,0.555090249
-0.381104201,-0.672845304,0.555090249,-0.397691816,-0.676491261,0.55318135
-0.397691816,-0.676491261,0.55318135,-0.414550006,-0.679725051,0.551031172
-0.414550006,-0.679725051,0.551031172,-0.431574225,-0.682385266,0.549239337
-0.431574225,-0.682385266,0.549239337,-0.447136343,-0.680999637,0.554778636
-0.447136343,-0.680999637,0.554778636,-0.460508257,-0.673828304,0.564169705
-0.460508257,-0.673828304,0.564169705,-0.473616213,-0.665061176,0.567668617
-0.473616213,-0.665061176,0.567668617,-0.554718137,-0.601578891,0.568116486
-0.554718137,-0.601578891,0.568116486,-0.568912506,-0.604207098,0.569851458
-0.568912506,-0.604207098,0.569851458,-0.589486957,-0.605229378,0.56709379
-0.589486957,-0.605229378,0.56709379,-0.608512759,-0.604017735,0.56469065
-0.608512759,-0.604017735,0.56469065,-0.625511289,-0.60027349,0.557481587
-0.625511289,-0.60027349,0.557481587,-0.641864121,-0.596424162,0.54329592
-0.641864121,-0.596424162,0.54329592,-0.654756606,-0.602034152,0.51781112
-0.654756606,-0.602034152,0.51781112,-0.65643692,-0.604005456,0.495841503
-0.65643692,-0.604005456,0.495841503,-0.661701143,-0.611101627,0.46181196
-0.661701143,-0.611101627,0.46181196,-0.663759351,-0.614704549,0.435434699
-0.663759351,-0.614704549,0.435434699,-0.662248254,-0.613166034,0.421988547
-0.662248254,-0.613166034,0.421988547,-0.660215259,-0.610137999,0.411912739
-0.660215259,-0.610137999,0.411912739,-0.654712498,-0.602209091,0.36794591
-0.654712498,-0.602209091,0.36794591,-0.654712498,-0.602209091,0.36794591
-0.378088355,-0.647193193,0.41880703,-0.364321768,-0.640329182,0.41665858
-0.364321768,-0.640329182,0.41665858,-0.348174274,-0.636076152,0.422268391
-0.348174274,-0.636076152,0.422268391,-0.333220541,-0.633509457,0.431661248
-0.333220541,-0.633509457,0.431661248,-0.319046557,-0.632151127,0.443123817
-0.319046557,-0.632151127,0.443123817,-0.305176616,-0.6311993,0.4557724
-0.305176616,-0.6311993,0.4557724,-0.292209238,-0.632436156,0.463589549
-0.292209238,-0.632436156,0.463589549,-0.275327325,-0.638874114,0.465443909
-0.275327325,-0.638874114,0.465443909,-0.273093432,-0.641761661,0.444535434
-0.273093432,-0.641761661,0.444535434,-0.272209197,-0.647074163,0.417457938
-0.272209197,-0.647074163,0.417457938,-0.272017092,-0.648976088,0.393710434
-0.272017092,-0.648976088,0.393710434,-0.272085756,-0.649679542,0.370484531
-0.272085756,-0.649679542,0.370484531,-0.272082418,-0.64978385,0.346975088
-0.272082418,-0.64978385,0.346975088,-0.272202998,-0.650236547,0.325102389
-0.272202998,-0.650236547,0.325102389,-0.275236428,-0.669645667,0.315390825
-0.275236428,-0.669645667,0.315390825,-0.274820268,-0.666741669,0.294682562
-0.274820268,-0.666741669,0.294682562,-0.274998903,-0.669454992,0.265423894
-0.274998903,-0.669454992,0.265423894,-0.27841869,-0.672420323,0.284886301
-0.27841869,-0.672420323,0.284886301,-0.280330449,-0.672619939,0.310356498
-0.280330449,-0.672619939,0.310356498,-0.280924678,-0.673808694,0.333407342
-0.280924678,-0.673808694,0.333407342,-0.281046391,-0.674457788,0.356487274
-0.281046391,-0.674457788,0.356487274,-0.281008571,-0.674120605,0.380068779
-0.281008571,-0.674120605,0.380068779,-0.280859649,-0.672962666,0.403798878
-0.280859649,-0.672962666,0.403798878,-0.280573249,-0.670998633,0.427629292
-0.280573249,-0.670998633,0.427629292,-0.280141532,-0.668195963,0.451566815
-0.280141532,-0.668195963,0.451566815,-0.279568374,-0.664546907,0.47557956
-0.279568374,-0.664546907,0.47557956,-0.278853446,-0.660048664,0.499631107
-0.278853446,-0.660048664,0.499631107,-0.278031439,-0.654802084,0.523344934
-0.278031439,-0.654802084,0.523344934,-0.277853131,-0.652354062,0.540770829
-0.277853131,-0.652354062,0.540770829,-0.278140813,-0.653809786,0.552339375
-0.278140813,-0.653809786,0.552339375,-0.275411755,-0.638613224,0.565397799
-0.275411755,-0.638613224,0.565397799,-0.286341071,-0.642375231,0.564743936
-0.286341071,-0.642375231,0.564743936,-0.302341729,-0.648432314,0.561078608
-0.302341729,-0.648432314,0.561078608,-0.317598671,-0.653648674,0.559735954
-0.317598671,-0.653648674,0.559735954,-0.332776636,-0.658441007,0.558987796
-0.332776636,-0.658441007,0.558987796,-0.348457098,-0.663237929,0.557738006
-0.348457098,-0.663237929,0.557738006,-0.364491642,-0.667739332,0.55619961
-0.364491642,-0.667739332,0.55619961,-0.380786896,-0.67180419,0.554509103
-0.380786896,-0.67180419,0.554509103,-0.397354454,-0.675455451,0.552605689
-0.397354454,-0.675455451,0.552605689,-0.414192945,-0.678695858,0.550460875
-0.414192945,-0.678695858,0.550460875,-0.431285083,-0.68150425,0.548084199
-0.431285083,-0.68150425,0.548084199,-0.448615968,-0.683864594,0.545483172
-0.448615968,-0.683864594,0.545483172,-0.465930372,-0.685371995,0.544046223
-0.465930372,-0.685371995,0.544046223,-0.481305957,-0.682152867,0.55122453
-0.481305957,-0.682152867,0.55122453,-0.494917065,-0.67447567,0.562736809
-0.494917065,-0.67447567,0.562736809,-0.508016765,-0.665041745,0.567633212
-0.508016765,-0.665041745,0.567633212,-0.521491706,-0.655925155,0.56804961
-0.521491706,-0.655925155,0.56804961,-0.582884848,-0.603333592,0.568383038
-0.582884848,-0.603333592,0.568383038,-0.597147584,-0.605451941,0.569837749
-0.597147584,-0.605451941,0.569837749,-0.617898047,-0.605522692,0.566433251
-0.617898047,-0.605522692,0.566433251,-0.637046218,-0.60326463,0.563230932
-0.637046218,-0.60326463,0.563230932,-0.654777288,-0.599432945,0.558567941
-0.654777288,-0.599432945,0.558567941,-0.670409441,-0.595505059,0.546374619
-0.670409441,-0.595505059,0.546374619,-0.682949543,-0.603805959,0.518065512
-0.682949543,-0.603805959,0.518065512,-0.684699416,-0.605757594,0.496025324
-0.684699416,-0.605757594,0.496025324,-0.690265477,-0.612886786,0.461266756
-0.690265477,-0.612886786,0.461266756,-0.692228496,-0.616266787,0.435735703
-0.692228496,-0.616266787,0.435735703,-0.690450191,-0.614434958,0.423489392
-0.690450191,-0.614434958,0.423489392,-0.68843323,-0.611534297,0.413600445
-0.68843323,-0.611534297,0.413600445,-0.682925999,-0.603996634,0.368207932
-0.682925999,-0.603996634,0.368207932,-0.682925999,-0.603996634,0.368207932
