a,b,c
-0.522047026572683,-0.48665282044162,0.2
-0.522047026572683,-0.48665282044162,0.2
-0.534859714465988,-0.490986770056253,0.2
-0.534859714465988,-0.490986770056253,0.2
-0.684859714465988,-0.690986770056253,0.2
-0.684859714465988,-0.690986770056253,0.2
-0.834859714465988,-0.490986770056253,0.2
-0.834859714465988,-0.490986770056253,0.2
-0.512079430231462,-0.493160920337561,0.2
-0.512079430231462,-0.493160920337561,0.2
-0.662079430231462,-0.693160920337561,0.2
-0.662079430231462,-0.693160920337561,0.2
-0.662079430231462,-0.493160920337561,0.2
-0.662079430231462,-0.493160920337561,0.2
-0.522870685091162,-0.475285680002938,0.2
-0.522870685091162,-0.475285680002938,0.2
-0.822870685091162,-0.475285680002938,0.2
-0.822870685091162,-0.475285680002938,0.2
-0.672870685091162,-0.675285680002938,0.2
-0.672870685091162,-0.675285680002938,0.2
-0.512912175590388,-0.477200248414223,0.2
-0.512912175590388,-0.477200248414223,0.2
-0.812912175590388,-0.477200248414223,0.2
-0.812912175590388,-0.477200248414223,0.2
-0.662912175590388,-0.477200248414223,0.2
-0.662912175590388,-0.477200248414223,0.2
-0.534863095190405,-0.491929247281544,0.2
-0.534863095190405,-0.491929247281544,0.2
-0.684863095190405,-0.491929247281544,0.2
-0.684863095190405,-0.491929247281544,0.2
-0.684863095190405,-0.691929247281544,0.2
-0.684863095190405,-0.691929247281544,0.2
-0.539046098501164,-0.476107687324099,0.2
-0.539046098501164,-0.476107687324099,0.2
-0.689046098501164,-0.476107687324099,0.2
-0.689046098501164,-0.476107687324099,0.2
-0.839046098501165,-0.476107687324099,0.2
-0.839046098501165,-0.476107687324099,0.2
-0.67294507513281,-0.499308533490002,0.2
-0.67294507513281,-0.499308533490002,0.2
-0.67294507513281,-0.699308533490002,0.2
-0.67294507513281,-0.699308533490002,0.2
-0.82294507513281,-0.499308533490002,0.2
-0.82294507513281,-0.499308533490002,0.2
-0.695954843939973,-0.479467347128857,0.2
-0.695954843939973,-0.479467347128857,0.2
-0.695954843939973,-0.679467347128857,0.2
-0.695954843939973,-0.679467347128857,0.2
-0.545954843939973,-0.479467347128857,0.2
-0.545954843939973,-0.479467347128857,0.2
-0.675259976326081,-0.497298604184456,0.2
-0.675259976326081,-0.497298604184456,0.2
-0.825259976326082,-0.497298604184456,0.2
-0.825259976326082,-0.497298604184456,0.2
-0.675259976326081,-0.697298604184456,0.2
-0.675259976326081,-0.697298604184456,0.2
-0.653240826771923,-0.473955016182617,0.2
-0.653240826771923,-0.473955016182617,0.2
-0.803240826771923,-0.473955016182617,0.2
-0.803240826771923,-0.473955016182617,0.2
-0.503240826771923,-0.473955016182617,0.2
-0.503240826771923,-0.473955016182617,0.2
-0.66034876923905,-0.494136723330996,0.2
-0.66034876923905,-0.494136723330996,0.2
-0.51034876923905,-0.494136723330996,0.2
-0.51034876923905,-0.494136723330996,0.2
-0.66034876923905,-0.694136723330996,0.2
-0.66034876923905,-0.694136723330996,0.2
-0.655782653276994,-0.485476930554072,0.2
-0.655782653276994,-0.485476930554072,0.2
-0.505782653276994,-0.485476930554072,0.2
-0.505782653276994,-0.485476930554072,0.2
